x0,x2,x1
http://example.org/gmark/120,http://example.org/gmark/86,http://example.org/gmark/120
http://example.org/gmark/132,http://example.org/gmark/86,http://example.org/gmark/132
http://example.org/gmark/132,http://example.org/gmark/81,http://example.org/gmark/132
http://example.org/gmark/137,http://example.org/gmark/86,http://example.org/gmark/137
http://example.org/gmark/137,http://example.org/gmark/82,http://example.org/gmark/137
http://example.org/gmark/115,http://example.org/gmark/89,http://example.org/gmark/115
http://example.org/gmark/147,http://example.org/gmark/86,http://example.org/gmark/147
http://example.org/gmark/147,http://example.org/gmark/85,http://example.org/gmark/147
http://example.org/gmark/139,http://example.org/gmark/86,http://example.org/gmark/139
http://example.org/gmark/139,http://example.org/gmark/83,http://example.org/gmark/139
http://example.org/gmark/134,http://example.org/gmark/81,http://example.org/gmark/134
