x0,x1,x2
http://example.org/gmark/120,http://example.org/gmark/96,http://example.org/gmark/120
http://example.org/gmark/188,http://example.org/gmark/98,http://example.org/gmark/188
http://example.org/gmark/132,http://example.org/gmark/93,http://example.org/gmark/132
http://example.org/gmark/137,http://example.org/gmark/92,http://example.org/gmark/137
http://example.org/gmark/115,http://example.org/gmark/94,http://example.org/gmark/115
http://example.org/gmark/145,http://example.org/gmark/91,http://example.org/gmark/145
http://example.org/gmark/147,http://example.org/gmark/90,http://example.org/gmark/147
http://example.org/gmark/139,http://example.org/gmark/97,http://example.org/gmark/139
http://example.org/gmark/143,http://example.org/gmark/99,http://example.org/gmark/143
http://example.org/gmark/134,http://example.org/gmark/95,http://example.org/gmark/134
